round 1
         8	    0.000000955
        16	    0.000000312
        32	    0.000000244
        64	    0.000000248
       128	    0.000000265
       256	    0.000000333
       512	    0.000000383
      1024	    0.000000546
      2048	    0.000000876
      4096	    0.000001232
      8192	    0.000000742
     16384	    0.000001113
     32768	    0.000001860
     65536	    0.000003260
    131072	    0.000006023
    262144	    0.000011236
    524288	    0.000019232
   1048576	    0.000031743
   2097152	    0.000057954
   4194304	    0.000119887
   8388608	    0.000530840
  16777216	    0.001447563
  33554432	    0.002752688
  67108864	    0.005161324
 134217728	    0.009166986
 268435456	    0.016930836
 536870912	    0.032505817
1073741824	    0.063674018
round 2
         8	    0.000000663
        16	    0.000000277
        32	    0.000000256
        64	    0.000000260
       128	    0.000000275
       256	    0.000000316
       512	    0.000000394
      1024	    0.000000540
      2048	    0.000000870
      4096	    0.000001250
      8192	    0.000000727
     16384	    0.000001109
     32768	    0.000001853
     65536	    0.000003249
    131072	    0.000006019
    262144	    0.000011519
    524288	    0.000019673
   1048576	    0.000031923
   2097152	    0.000060953
   4194304	    0.000115431
   8388608	    0.000471325
  16777216	    0.001446670
  33554432	    0.002773783
  67108864	    0.004886870
 134217728	    0.008596140
 268435456	    0.015612264
 536870912	    0.029488832
1073741824	    0.056705719
round 3
         8	    0.000000667
        16	    0.000000280
        32	    0.000000249
        64	    0.000000249
       128	    0.000000268
       256	    0.000000312
       512	    0.000000458
      1024	    0.000000532
      2048	    0.000000804
      4096	    0.000001195
      8192	    0.000000720
     16384	    0.000001109
     32768	    0.000001885
     65536	    0.000003271
    131072	    0.000008623
    262144	    0.000011632
    524288	    0.000018809
   1048576	    0.000034471
   2097152	    0.000059573
   4194304	    0.000113302
   8388608	    0.000481719
  16777216	    0.001426813
  33554432	    0.002563863
  67108864	    0.005333029
 134217728	    0.009213801
 268435456	    0.017028793
 536870912	    0.032373092
1073741824	    0.062642539
round 4
         8	    0.000000913
        16	    0.000000393
        32	    0.000000285
        64	    0.000000278
       128	    0.000000302
       256	    0.000000358
       512	    0.000000456
      1024	    0.000000624
      2048	    0.000000979
      4096	    0.000001610
      8192	    0.000000534
     16384	    0.000000748
     32768	    0.000001167
     65536	    0.000001966
    131072	    0.000003665
    262144	    0.000007375
    524288	    0.000015216
   1048576	    0.000029873
   2097152	    0.000059823
   4194304	    0.000118922
   8388608	    0.000495540
  16777216	    0.001478233
  33554432	    0.002662216
  67108864	    0.005311456
 134217728	    0.009126312
 268435456	    0.016949085
 536870912	    0.032265984
1073741824	    0.062693134
round 5
         8	    0.000000649
        16	    0.000000279
        32	    0.000000252
        64	    0.000000261
       128	    0.000000275
       256	    0.000000309
       512	    0.000000395
      1024	    0.000000530
      2048	    0.000000875
      4096	    0.000001248
      8192	    0.000000729
     16384	    0.000001109
     32768	    0.000001878
     65536	    0.000003564
    131072	    0.000006101
    262144	    0.000011437
    524288	    0.000018423
   1048576	    0.000032933
   2097152	    0.000059364
   4194304	    0.000113670
   8388608	    0.000453277
  16777216	    0.001424275
  33554432	    0.002649038
  67108864	    0.005230679
 134217728	    0.008567102
 268435456	    0.015683833
 536870912	    0.029655656
1073741824	    0.056789558
